Author,Year,Title,Journal,Volume,Issue,StartPage,Affiliation,Keywords,NumCitations,Fraudulent,Field,Rank,hIndex_Total,hIndex_Year,Degree_Total,Degree_Year,,
"Lockwood, P.",2002,Motivation by positive or negative role models: Regulatory focus determines who will best inspire us.|Could it happen to you? Predicting the impact of downward comparisons on the self.,Journal of Personality and Social Psychology,83|82,4|3,854|343,University of Toronto|University of Toronto,"role models, achievement motivation, goal setting, self regulation, positive vsnegative goals, pursuit of success, avoidance of negative outcome, inspiration, priming|downward comparisons, perceived vulnerability, self-evaluation",306|76,,|,|,2,2,2,2,,
"Darley, J.M.",2002,Crowded minds: The implicit bystander effect.|Why do we punish? deterrence and just deserts as motives for punishment.,Journal of Personality and Social Psychology,83|83,4|2,843|284,Princeton University|Princeton University,"bystander apathy effect, social priming, helping behavior, social facilitation, charity, lexical decision, accountability, imagination, group size|punishment, deterrence, just deserts, motivation, prototypical wrongs, moral wrongs, offenders",80|217,,|,|,2,2,5,5,,
"Garcia, S.M.",2002,Crowded minds: The implicit bystander effect.,Journal of Personality and Social Psychology,83,4,843,Princeton University,"bystander apathy effect, social priming, helping behavior, social facilitation, charity, lexical decision, accountability, imagination, group size",80,,,,1,1,3,3,,
"Moskowitz, G.B.",2002,Crowded minds: The implicit bystander effect.,Journal of Personality and Social Psychology,83,4,843,Lehigh University,"bystander apathy effect, social priming, helping behavior, social facilitation, charity, lexical decision, accountability, imagination, group size",80,,,,2,1,4,3,,
"Weaver, K.",2002,Crowded minds: The implicit bystander effect.,Journal of Personality and Social Psychology,83,4,843,Princeton University,"bystander apathy effect, social priming, helping behavior, social facilitation, charity, lexical decision, accountability, imagination, group size",80,,,,1,1,3,3,,
"Kim, H.S.",2002,"We talk, therefore we think? A cultural analysis of the effect of talking on thinking.",Journal of Personality and Social Psychology,83,4,828,Stanford University,"European Americans, cultural assumptions, cultural differences, reasoning problems, cultural understanding, Asian Americans, beliefs about talking, talkingeffect on performance",84,,,,1,1,0,0,,
"Baumeister, R.F.",2002,Effects of social exclusion on cognitive processes: Anticipated aloneness reduces intelligent thought.|Social exclusion causes self-defeating behavior.|The performance of narcissists rises and falls with perceived opportunity for glory.,Journal of Personality and Social Psychology,83|83|82,4|3|5,817|606|819,Case Western Reserve University|Case Western Reserve University|Case Western Reserve University,"social exclusion, information processing, cognitive impairments, cognitiveperformance, cognitive processes, cognitive tests, intelligent thought, IQ, accidents, injuries, anticipated aloneness|social exclusion, self-defeating behavior, risk taking, emotional distress|narcissism, performance, perceived self-enhancement opportunity, motivation, self-evaluation",248|160|134,,||,||,6,3,13,5,,
"Nuss, C.K.",2002,Effects of social exclusion on cognitive processes: Anticipated aloneness reduces intelligent thought.,Journal of Personality and Social Psychology,83,4,817,University of Minnesota,"social exclusion, information processing, cognitive impairments, cognitiveperformance, cognitive processes, cognitive tests, intelligent thought, IQ, accidents, injuries, anticipated aloneness",248,,,,1,1,2,2,,
"Twenge, J.M.",2002,Effects of social exclusion on cognitive processes: Anticipated aloneness reduces intelligent thought.|Social exclusion causes self-defeating behavior.,Journal of Personality and Social Psychology,83|83,4|3,817|606,San Diego State University|San Diego State University,"social exclusion, information processing, cognitive impairments, cognitiveperformance, cognitive processes, cognitive tests, intelligent thought, IQ, accidents, injuries, anticipated aloneness|social exclusion, self-defeating behavior, risk taking, emotional distress",248|160,,|,|,5,2,8,4,,
"Innes-Ker, A.H.",2002,Emotion concepts and emotional states in social judgment and categorization.|Adult attachment and the perception of facial expression of emotion.,Journal of Personality and Social Psychology,83|82,4|3,804|419,Indiana University|Indiana University,"emotional state, cognitive processes, emotional feelings, emotional knowledge, semantic concepts, emotion concepts, social judgment, categorization, neutral state, cognition|adult attachment orientation, perceptual processing, emotional stimuli, facial expressions",62|72,,|,|,2,2,4,4,,
"Niedenthal, P.M.",2002,Emotion concepts and emotional states in social judgment and categorization.|Adult attachment and the perception of facial expression of emotion.,Journal of Personality and Social Psychology,83|82,4|3,804|419,University of Clermont-Ferrand|National Center for Scientific Research,"emotional state, cognitive processes, emotional feelings, emotional knowledge, semantic concepts, emotion concepts, social judgment, categorization, neutral state, cognition|adult attachment orientation, perceptual processing, emotional stimuli, facial expressions",62|72,,|,|,3,2,5,4,,
"Hesson-McInnis, M.S.",2002,Inferences about the morality of an aggressor: The role of perceived motive.,Journal of Personality and Social Psychology,83,4,789,Illinois State University,"dispositional inferences, morality of target, aggressive behavior, perceivedmotive, personal rewards for aggression, situational provocation, consensus",67,,,,1,1,3,3,,
"Kumar, S.",2002,Inferences about the morality of an aggressor: The role of perceived motive.,Journal of Personality and Social Psychology,83,4,789,Illinois State University,"dispositional inferences, morality of target, aggressive behavior, perceivedmotive, personal rewards for aggression, situational provocation, consensus",67,,,,1,1,3,3,,
"Reeder, G.D.",2002,Inferences about the morality of an aggressor: The role of perceived motive.,Journal of Personality and Social Psychology,83,4,789,Illinois State University,"dispositional inferences, morality of target, aggressive behavior, perceivedmotive, personal rewards for aggression, situational provocation, consensus",67,,,,1,1,3,3,,
"Trafimow, D.",2002,Inferences about the morality of an aggressor: The role of perceived motive.,Journal of Personality and Social Psychology,83,4,789,New Mexico State University,"dispositional inferences, morality of target, aggressive behavior, perceivedmotive, personal rewards for aggression, situational provocation, consensus",67,,,,1,1,3,3,,
"Ones, D.S.",2002,Personality and happiness: A national-level analysis.,Journal of Personality and Social Psychology,83,3,767,"University of Minnesota, Twin Cities","national personality traits, subjective well-being, happiness, neuroticism, extraversion",52,,,,1,1,1,1,,
"Steel, P.",2002,Personality and happiness: A national-level analysis.,Journal of Personality and Social Psychology,83,3,767,University of Calgary,"national personality traits, subjective well-being, happiness, neuroticism, extraversion",52,,,,1,1,1,1,,
"Helson, R.",2002,Personality change over 40 years of adulthood: Hierarchical linear modeling analyses of two longitudinal samples.,Journal of Personality and Social Psychology,83,3,752,University of California,"personality change, individual variability, normative personality, longitudinalsamples",117,,,,2,1,3,2,,
"Jones, C.",2002,Personality change over 40 years of adulthood: Hierarchical linear modeling analyses of two longitudinal samples.,Journal of Personality and Social Psychology,83,3,752,California State University,"personality change, individual variability, normative personality, longitudinalsamples",117,,,,1,1,2,2,,
"Kwan, V.S.Y.",2002,Personality change over 40 years of adulthood: Hierarchical linear modeling analyses of two longitudinal samples.,Journal of Personality and Social Psychology,83,3,752,University of California,"personality change, individual variability, normative personality, longitudinalsamples",117,,,,1,1,2,2,,
"Branscombe, N.R.",2002,Influence of long-term racial environmental composition on subjective well-being in African Americans.,Journal of Personality and Social Psychology,83,3,735,University of Exeter,"African Americans, psychological well-being, subjective well-being, intergroup relations, intragroup relations, in-group members, outgroup members, racialsegregation",98,,,,1,1,1,1,,
"Postmes, T.",2002,Influence of long-term racial environmental composition on subjective well-being in African Americans.,Journal of Personality and Social Psychology,83,3,735,University of Amsterdam,"African Americans, psychological well-being, subjective well-being, intergroup relations, intragroup relations, in-group members, outgroup members, racialsegregation",98,,,,2,1,3,1,,
"Diener, E.",2002,"Wanting, having, and satisfaction: Examining the role of desire discrepancies in satisfaction with income.",Journal of Personality and Social Psychology,83,3,725,University of Illinois at Urbana-Champaign,"income satisfaction, social comparison, material desires, material purchases",12,,,,4,1,13,4,,
"Lucas, R.E.",2002,"Wanting, having, and satisfaction: Examining the role of desire discrepancies in satisfaction with income.",Journal of Personality and Social Psychology,83,3,725,Michigan State University,"income satisfaction, social comparison, material desires, material purchases",12,,,,4,1,13,4,,
"Oishi, S.",2002,"Wanting, having, and satisfaction: Examining the role of desire discrepancies in satisfaction with income.|Culture, personality, and subjective well-being: Integrating process models of life satisfaction.",Journal of Personality and Social Psychology,83|82,3|4,725|582,"University of Minnesota, Twin Cities|University of Minnesota, Twin Cities","income satisfaction, social comparison, material desires, material purchases|personality factors, cultural factors, process models of life satisfaction",12|171,,|,|,4,2,12,8,,
"Solberg, E.C.",2002,"Wanting, having, and satisfaction: Examining the role of desire discrepancies in satisfaction with income.",Journal of Personality and Social Psychology,83,3,725,University of Illinois at Urbana-Champaign,"income satisfaction, social comparison, material desires, material purchases",12,,,,1,1,4,4,,
"Wirtz, D.",2002,"Wanting, having, and satisfaction: Examining the role of desire discrepancies in satisfaction with income.",Journal of Personality and Social Psychology,83,3,725,University of Illinois at Urbana-Champaign,"income satisfaction, social comparison, material desires, material purchases",12,,,,1,1,4,4,,
"Campbell, J.D.",2002,Self-esteem and persistence in the face of failure.,Journal of Personality and Social Psychology,83,3,711,University of British Columbia,"self-esteem, persistence, rumination, failure, goal alternatives, goal-directed behavior, self-regulation",57,,,,1,1,1,1,,
"Di Paula, A.",2002,Self-esteem and persistence in the face of failure.,Journal of Personality and Social Psychology,83,3,711,University of British Columbia,"self-esteem, persistence, rumination, failure, goal alternatives, goal-directed behavior, self-regulation",57,,,,1,1,1,1,,
"Bono, J.E.",2002,"Are measures of self-esteem, neuroticism, locus of control, and generalized self-efficacy indicators of a common core construct?.",Journal of Personality and Social Psychology,83,3,693,University of Minnesota,"self-esteem, neuroticism, locus of control, generalized self efficacy, personality measures, discriminant validity, higher-order constructs",385,,,,1,1,3,3,,
"Erez, A.",2002,"Are measures of self-esteem, neuroticism, locus of control, and generalized self-efficacy indicators of a common core construct?.",Journal of Personality and Social Psychology,83,3,693,University of Florida,"self-esteem, neuroticism, locus of control, generalized self efficacy, personality measures, discriminant validity, higher-order constructs",385,,,,1,1,3,3,,
"Judge, T.A.",2002,"Are measures of self-esteem, neuroticism, locus of control, and generalized self-efficacy indicators of a common core construct?.",Journal of Personality and Social Psychology,83,3,693,University of Florida,"self-esteem, neuroticism, locus of control, generalized self efficacy, personality measures, discriminant validity, higher-order constructs",385,,,,1,1,3,3,,
"Thoresen, C.J.",2002,"Are measures of self-esteem, neuroticism, locus of control, and generalized self-efficacy indicators of a common core construct?.",Journal of Personality and Social Psychology,83,3,693,Tulane University,"self-esteem, neuroticism, locus of control, generalized self efficacy, personality measures, discriminant validity, higher-order constructs",385,,,,1,1,3,3,,
"Brewer, N.",2002,The dynamics of threat and challenge appraisals prior to stressful achievement events.,Journal of Personality and Social Psychology,83,3,678,Flinders University,"cognitive appraisal, stressful achievement events, anxiety, positive emotion,threat",62,,,,1,1,1,1,,
"Skinner, N.",2002,The dynamics of threat and challenge appraisals prior to stressful achievement events.,Journal of Personality and Social Psychology,83,3,678,Flinders University,"cognitive appraisal, stressful achievement events, anxiety, positive emotion,threat",62,,,,1,1,1,1,,
"Clore, G.L.",2002,The epistemic benefits of trait-consistent mood states: An analysis of extraversion and mood.|Episodic and semantic knowledge in emotional self-report: Evidence for two judgment processes.,Journal of Personality and Social Psychology,83|83,3|1,663|198,University of Virginia|University of Virginia,"extraversion, introversion, mood, motivation-relevant processing, epistemicbenefits, individual differences|episodic & semantic knowledge, emotions, self-report, judgment latencies, priming, self-knowledge",50|147,,|,|,2,2,3,3,,
"Robinson, M.D.",2002,The epistemic benefits of trait-consistent mood states: An analysis of extraversion and mood.|Episodic and semantic knowledge in emotional self-report: Evidence for two judgment processes.,Journal of Personality and Social Psychology,83|83,3|1,663|198,North Dakota State University|North Dakota State University,"extraversion, introversion, mood, motivation-relevant processing, epistemicbenefits, individual differences|episodic & semantic knowledge, emotions, self-report, judgment latencies, priming, self-knowledge",50|147,,|,|,2,2,3,3,,
"Tamir, M.",2002,The epistemic benefits of trait-consistent mood states: An analysis of extraversion and mood.,Journal of Personality and Social Psychology,83,3,663,University of Illinois at Urbana-Champaign,"extraversion, introversion, mood, motivation-relevant processing, epistemicbenefits, individual differences",50,,,,1,1,2,2,,
"Mannetti, L.",2002,When similarity breeds content: Need for closure and the allure of homogeneous and self-resembling groups.|The statistical analysis of data from small groups.,Journal of Personality and Social Psychology,83|83,3|1,648|126,"University di Roma, La Sapienza|University of Rome La Sapienza","need for closure, ingroup/outgroup membership needs, homogeneous vs heterogeneous groups, closure providers|statistical analysis, small group data, group members' scores, nonindependence, multilevel modeling",73|218,,|,|,2,2,7,7,,
"Pierro, A.",2002,When similarity breeds content: Need for closure and the allure of homogeneous and self-resembling groups.|The statistical analysis of data from small groups.,Journal of Personality and Social Psychology,83|83,3|1,648|126,"University di Roma, La Sapienza|University of Rome La Sapienza","need for closure, ingroup/outgroup membership needs, homogeneous vs heterogeneous groups, closure providers|statistical analysis, small group data, group members' scores, nonindependence, multilevel modeling",73|218,,|,|,3,2,15,7,,
"Fujita, K.",2002,Stereotype performance boosts: The impact of self-relevance and the manner of stereotype activation.,Journal of Personality and Social Psychology,83,3,638,New York University,"stereotype activation, academic performance, positive stereotypes, self-relevance, Asian American vs American college students",111,,,,1,1,4,4,,
"Richeson, J.A.",2002,Stereotype performance boosts: The impact of self-relevance and the manner of stereotype activation.,Journal of Personality and Social Psychology,83,3,638,Dartmouth College,"stereotype activation, academic performance, positive stereotypes, self-relevance, Asian American vs American college students",111,,,,1,1,4,4,,
"Shih, M.",2002,Stereotype performance boosts: The impact of self-relevance and the manner of stereotype activation.,Journal of Personality and Social Psychology,83,3,638,University of Michigan,"stereotype activation, academic performance, positive stereotypes, self-relevance, Asian American vs American college students",111,,,,1,1,4,4,,
"Kerr, N.L.",2002,"""Me versus just us versus us all"" categorization and cooperation in nested social dilemmas.|Knowledge of partner's ability as a moderator of group motivation gains: An exploration of the Kohler discrepancy effect.",Journal of Personality and Social Psychology,83|82,3|6,616|935,Michigan State University|Michigan State University,"social categorization, collective interest, social dilemma, private interests, subgroup interests|foreknowledge, partner's ability, moderation, group motivation gains, Kohlerdiscrepancy effect, Kohler motivation gain effect, O. Kohler, group processes",54|29,,|,|,3,2,9,5,,
"Wit, A.P.",2002,"""Me versus just us versus us all"" categorization and cooperation in nested social dilemmas.",Journal of Personality and Social Psychology,83,3,616,Leiden University,"social categorization, collective interest, social dilemma, private interests, subgroup interests",54,,,,1,1,1,1,,
"Catanese, K.R.",2002,Social exclusion causes self-defeating behavior.,Journal of Personality and Social Psychology,83,3,606,Case Western Reserve University,"social exclusion, self-defeating behavior, risk taking, emotional distress",160,,,,1,1,2,2,,
"Dardis, G.J.",2002,Accountability as a deterrent to self-enhancement: The search for mechanisms.,Journal of Personality and Social Psychology,83,3,592,West Point Academy,"self-enhancement, accountability, social situations, self-evaluation",72,,,,1,1,3,3,,
"Hardin, D.P.",2002,Accountability as a deterrent to self-enhancement: The search for mechanisms.,Journal of Personality and Social Psychology,83,3,592,University of Tampa,"self-enhancement, accountability, social situations, self-evaluation",72,,,,1,1,3,3,,
"Herbst, K.C.",2002,Accountability as a deterrent to self-enhancement: The search for mechanisms.,Journal of Personality and Social Psychology,83,3,592,Saint Joseph's University,"self-enhancement, accountability, social situations, self-evaluation",72,,,,1,1,3,3,,
"Sedikides, C.",2002,"Accountability as a deterrent to self-enhancement: The search for mechanisms.|The ""I,"" the ""we,"" and the ""when"": A meta-analysis of motivational primacy in self-definition.",Journal of Personality and Social Psychology,83|83,3|3,592|574,University of Southampton|University of Southampton,"self-enhancement, accountability, social situations, self-evaluation|individual self, collective self, motivation, self-definition, threat, enhancement",72|54,,|,|,5,2,11,6,,
"Gaertner, L.",2002,"The ""I,"" the ""we,"" and the ""when"": A meta-analysis of motivational primacy in self-definition.|Intragroup social influence and intergroup competition.|Implicit and explicit prejudice and interracial interaction.",Journal of Personality and Social Psychology,83|82|82,3|6|1,574|975|62,University of Tennessee|University of Tennessee|University of Delaware,"individual self, collective self, motivation, self-definition, threat, enhancement|intragroup social influence, intergroup competition, social support, college students|implicit & explicit racial prejudice, interracial interaction, verbal & nonverbal behaviors, impressions, bias, Whites, Blacks, response latency",54|43|561,,||,||,6,3,24,7,,
"Iuzzini, J.",2002,"The ""I,"" the ""we,"" and the ""when"": A meta-analysis of motivational primacy in self-definition.",Journal of Personality and Social Psychology,83,3,574,Texas A&M University,"individual self, collective self, motivation, self-definition, threat, enhancement",54,,,,1,1,3,3,,
"Vevea, J.L.",2002,"The ""I,"" the ""we,"" and the ""when"": A meta-analysis of motivational primacy in self-definition.",Journal of Personality and Social Psychology,83,3,574,University of North Carolina-Chapel Hill,"individual self, collective self, motivation, self-definition, threat, enhancement",54,,,,1,1,3,3,,
"Bellavia, G.M.",2002,When rejection stings: How self-esteem constrains relationship-enhancement processes.,Journal of Personality and Social Psychology,83,3,556,State University of New York,"self-esteem, perceived rejection, perceived relationship problem, partner acceptance & enhancement & closeness, affection, need for acceptance",180,,,,1,1,4,4,,
"Holmes, J.G.",2002,When rejection stings: How self-esteem constrains relationship-enhancement processes.|Kindred spirits? The benefits of egocentrism in close relationships.,Journal of Personality and Social Psychology,83|82,3|4,556|563,University of Waterloo|University of Waterloo,"self-esteem, perceived rejection, perceived relationship problem, partner acceptance & enhancement & closeness, affection, need for acceptance|romantic relationships, egocentrism, kindered spirits, satisfaction",180|133,,|,|,5,2,17,8,,
"Kusche, A.G.",2002,When rejection stings: How self-esteem constrains relationship-enhancement processes.,Journal of Personality and Social Psychology,83,3,556,State University of New York,"self-esteem, perceived rejection, perceived relationship problem, partner acceptance & enhancement & closeness, affection, need for acceptance",180,,,,1,1,4,4,,
"Murray, S.L.",2002,When rejection stings: How self-esteem constrains relationship-enhancement processes.|Kindred spirits? The benefits of egocentrism in close relationships.,Journal of Personality and Social Psychology,83|82,3|4,556|563,State University of New York|State University of New York at Buffalo,"self-esteem, perceived rejection, perceived relationship problem, partner acceptance & enhancement & closeness, affection, need for acceptance|romantic relationships, egocentrism, kindered spirits, satisfaction",180|133,,|,|,3,2,12,8,,
"Rose, P.",2002,When rejection stings: How self-esteem constrains relationship-enhancement processes.,Journal of Personality and Social Psychology,83,3,556,State University of New York,"self-esteem, perceived rejection, perceived relationship problem, partner acceptance & enhancement & closeness, affection, need for acceptance",180,,,,1,1,4,4,,
"Chun, W.Y.",2002,Assimilative behavior identification can also be resource dependent: The unimodel perspective on personal-attribution phases.,Journal of Personality and Social Psychology,83,3,542,University of Maryland,"situational constraint information, behavior identification, resource dependency,personal attribution, assimilation, cognitive load",41,,,,1,1,2,2,,
"Spiegel, S.",2002,Assimilative behavior identification can also be resource dependent: The unimodel perspective on personal-attribution phases.,Journal of Personality and Social Psychology,83,3,542,University of Maryland,"situational constraint information, behavior identification, resource dependency,personal attribution, assimilation, cognitive load",41,,,,2,1,9,2,,
"Cialdini, R.B.",2002,Dispelling the illusion of invulnerability: The motivations and mechanisms of resistance to persuasion.,Journal of Personality and Social Psychology,83,3,526,Arizona State University,"deceptive persuasive messages, resistance treatment, novel exemplars, illusions ofinvulnerability, manipulation, motivation",53,,,,1,1,3,3,,
"Rice, W.E.",2002,Dispelling the illusion of invulnerability: The motivations and mechanisms of resistance to persuasion.,Journal of Personality and Social Psychology,83,3,526,Arizona State University,"deceptive persuasive messages, resistance treatment, novel exemplars, illusions ofinvulnerability, manipulation, motivation",53,,,,1,1,3,3,,
"Sagarin, B.J.",2002,Dispelling the illusion of invulnerability: The motivations and mechanisms of resistance to persuasion.,Journal of Personality and Social Psychology,83,3,526,Northern Illinois University,"deceptive persuasive messages, resistance treatment, novel exemplars, illusions ofinvulnerability, manipulation, motivation",53,,,,1,1,3,3,,
"Serna, S.B.",2002,Dispelling the illusion of invulnerability: The motivations and mechanisms of resistance to persuasion.,Journal of Personality and Social Psychology,83,3,526,Northern Illinois University,"deceptive persuasive messages, resistance treatment, novel exemplars, illusions ofinvulnerability, manipulation, motivation",53,,,,1,1,3,3,,
"Raghunathan, R.",2002,Walking the tightrope between feeling good and being accurate: Mood as a resource in processing persuasive messages.,Journal of Personality and Social Psychology,83,3,510,University of Texas-Austin,"mood states, cognitive processing, positive vs negative information, caffeine consumption, attitudes, intentions",90,,,,1,1,1,1,,
"Trope, Y.",2002,Walking the tightrope between feeling good and being accurate: Mood as a resource in processing persuasive messages.,Journal of Personality and Social Psychology,83,3,510,New York University,"mood states, cognitive processing, positive vs negative information, caffeine consumption, attitudes, intentions",90,,,,5,1,5,1,,
"Bobocel, D.R.",2002,Meritocracy and opposition to affirmative action: Making concessions in the face of discrimination.,Journal of Personality and Social Psychology,83,3,493,University of Waterloo,"workplace discrimination, affirmative action, meritocracy, merit principle, attitudes toward discrimination",59,,,,1,1,2,2,,
"Son Hing, L.S.",2002,Meritocracy and opposition to affirmative action: Making concessions in the face of discrimination.,Journal of Personality and Social Psychology,83,3,493,University of Waterloo,"workplace discrimination, affirmative action, meritocracy, merit principle, attitudes toward discrimination",59,,,,1,1,2,2,,
"Zanna, M.P.",2002,Meritocracy and opposition to affirmative action: Making concessions in the face of discrimination.|Thinking and caring about cognitive inconsistency: When and for whom does attitudinal ambivalence feel uncomfortable?.,Journal of Personality and Social Psychology,83|82,3|2,493|157,University of Waterloo|University of Waterloo,"workplace discrimination, affirmative action, meritocracy, merit principle, attitudes toward discrimination|attitudes, ambivalence, cognitive inconsistency, capital punishment, abortion, evaluations",59|120,,|,|,4,2,11,4,,
"Chamberlin, B.",2002,"Dispositions, scripts, or motivated correction? Understanding ideological differences in explanations for social problems.",Journal of Personality and Social Psychology,83,2,470,University of Illinois at Chicago,"dispositions, ideological scripts, motivation, ideological differences, socialproblems, attributions",77,,,,1,1,4,4,,
"Griffin, T.",2002,"Dispositions, scripts, or motivated correction? Understanding ideological differences in explanations for social problems.",Journal of Personality and Social Psychology,83,2,470,University of Illinois at Chicago,"dispositions, ideological scripts, motivation, ideological differences, socialproblems, attributions",77,,,,1,1,4,4,,
"Hutchinson, S.",2002,"Dispositions, scripts, or motivated correction? Understanding ideological differences in explanations for social problems.",Journal of Personality and Social Psychology,83,2,470,University of Illinois at Chicago,"dispositions, ideological scripts, motivation, ideological differences, socialproblems, attributions",77,,,,1,1,4,4,,
"Mullen, E.",2002,"Dispositions, scripts, or motivated correction? Understanding ideological differences in explanations for social problems.",Journal of Personality and Social Psychology,83,2,470,University of Illinois at Chicago,"dispositions, ideological scripts, motivation, ideological differences, socialproblems, attributions",77,,,,1,1,4,4,,
"Skitka, L.J.",2002,"Dispositions, scripts, or motivated correction? Understanding ideological differences in explanations for social problems.",Journal of Personality and Social Psychology,83,2,470,University of Illinois at Chicago,"dispositions, ideological scripts, motivation, ideological differences, socialproblems, attributions",77,,,,1,1,4,4,,
"Blaskey, L.G.",2002,Big five dimensions and ADHD symptoms: Links between personality traits and clinical symptoms.,Journal of Personality and Social Psychology,83,2,451,Michigan State University,"attention-deficit/hyperactivity disorder, ADHD, personality traits, clinicalsymptoms, adulthood",138,,,,1,1,6,6,,
"Hinshaw, S.P.",2002,Big five dimensions and ADHD symptoms: Links between personality traits and clinical symptoms.,Journal of Personality and Social Psychology,83,2,451,University of California,"attention-deficit/hyperactivity disorder, ADHD, personality traits, clinicalsymptoms, adulthood",138,,,,1,1,6,6,,
"Huang-Pollock, C.L.",2002,Big five dimensions and ADHD symptoms: Links between personality traits and clinical symptoms.,Journal of Personality and Social Psychology,83,2,451,Michigan State University,"attention-deficit/hyperactivity disorder, ADHD, personality traits, clinicalsymptoms, adulthood",138,,,,1,1,6,6,,
"John, O.P.",2002,Big five dimensions and ADHD symptoms: Links between personality traits and clinical symptoms.,Journal of Personality and Social Psychology,83,2,451,University of California,"attention-deficit/hyperactivity disorder, ADHD, personality traits, clinicalsymptoms, adulthood",138,,,,2,1,9,6,,
"Nigg, J.T.",2002,Big five dimensions and ADHD symptoms: Links between personality traits and clinical symptoms.,Journal of Personality and Social Psychology,83,2,451,Michigan State University,"attention-deficit/hyperactivity disorder, ADHD, personality traits, clinicalsymptoms, adulthood",138,,,,1,1,6,6,,
"Pennington, B.",2002,Big five dimensions and ADHD symptoms: Links between personality traits and clinical symptoms.,Journal of Personality and Social Psychology,83,2,451,University of Denver,"attention-deficit/hyperactivity disorder, ADHD, personality traits, clinicalsymptoms, adulthood",138,,,,1,1,6,6,,
"Willcutt, E.G.",2002,Big five dimensions and ADHD symptoms: Links between personality traits and clinical symptoms.,Journal of Personality and Social Psychology,83,2,451,University of Colorado,"attention-deficit/hyperactivity disorder, ADHD, personality traits, clinicalsymptoms, adulthood",138,,,,1,1,6,6,,
"Herrald, M.M.",2002,"Patterns of emotion-specific appraisal, coping, and cardiovascular reactivity during an ongoing emotional episode.",Journal of Personality and Social Psychology,83,2,434,University of Texas-El Paso,"cognitive appraisal, emotional reaction, coping, cardiovascular reactivity,emotional episode",68,,,,1,1,1,1,,
"Tomaka, J.",2002,"Patterns of emotion-specific appraisal, coping, and cardiovascular reactivity during an ongoing emotional episode.",Journal of Personality and Social Psychology,83,2,434,University of Texas-El Paso,"cognitive appraisal, emotional reaction, coping, cardiovascular reactivity,emotional episode",68,,,,1,1,1,1,,
"Fournier, M.A.",2002,Social rank strategies in hierarchical relationships.,Journal of Personality and Social Psychology,83,2,425,McGill University,"social rank strategies, hierarchical relationships, threat appraisals, criticism, escalation behavior, de-escalation behavior, work relationships",48,,,,2,1,4,2,,
"Moskowitz, D.S.",2002,Social rank strategies in hierarchical relationships.,Journal of Personality and Social Psychology,83,2,425,McGill University,"social rank strategies, hierarchical relationships, threat appraisals, criticism, escalation behavior, de-escalation behavior, work relationships",48,,,,2,1,4,2,,
"Zuroff, D.C.",2002,Social rank strategies in hierarchical relationships.,Journal of Personality and Social Psychology,83,2,425,McGill University,"social rank strategies, hierarchical relationships, threat appraisals, criticism, escalation behavior, de-escalation behavior, work relationships",48,,,,1,1,2,2,,
"Hull, J.G.",2002,The nonconsciousness of self-consciousness.,Journal of Personality and Social Psychology,83,2,406,Dartmouth College,"nonconsciousness, private self-consciousness, nonconscious behaviors, automatic behaviors",49,,,,1,1,3,3,,
"Matthews, A.R.",2002,The nonconsciousness of self-consciousness.,Journal of Personality and Social Psychology,83,2,406,Dartmouth College,"nonconsciousness, private self-consciousness, nonconscious behaviors, automatic behaviors",49,,,,1,1,3,3,,
"Meteyer, K.B.",2002,The nonconsciousness of self-consciousness.,Journal of Personality and Social Psychology,83,2,406,Dartmouth College,"nonconsciousness, private self-consciousness, nonconscious behaviors, automatic behaviors",49,,,,1,1,3,3,,
"Slone, L.B.",2002,The nonconsciousness of self-consciousness.,Journal of Personality and Social Psychology,83,2,406,Dartmouth College,"nonconsciousness, private self-consciousness, nonconscious behaviors, automatic behaviors",49,,,,1,1,3,3,,
"Cortina, L.M.",2002,Coping in context: Sociocultural determinants of responses to sexual harassment.,Journal of Personality and Social Psychology,83,2,394,University of Michigan,"coping responses, sociocultural determinants, sexual harassment, working women, culture, occupational class",47,,,,1,1,1,1,,
"Wasti, S.A.",2002,Coping in context: Sociocultural determinants of responses to sexual harassment.,Journal of Personality and Social Psychology,83,2,394,Sabanci University,"coping responses, sociocultural determinants, sexual harassment, working women, culture, occupational class",47,,,,1,1,1,1,,
"Asendorpf, J.B.",2002,Double dissociation between implicit and explicit personality self-concept: The case of shy behavior.,Journal of Personality and Social Psychology,83,2,380,Humboldt University Berlin,"double dissociation, implicit personality self-concept, explicit personalityself-concept, shy behavior, individual differences",304,,,,2,1,3,2,,
"Banse, R.",2002,Double dissociation between implicit and explicit personality self-concept: The case of shy behavior.,Journal of Personality and Social Psychology,83,2,380,Humboldt University Berlin,"double dissociation, implicit personality self-concept, explicit personalityself-concept, shy behavior, individual differences",304,,,,1,1,2,2,,
"Mucke, D.",2002,Double dissociation between implicit and explicit personality self-concept: The case of shy behavior.,Journal of Personality and Social Psychology,83,2,380,Humboldt University Berlin,"double dissociation, implicit personality self-concept, explicit personalityself-concept, shy behavior, individual differences",304,,,,1,1,2,2,,
"Farnham, S.D.",2002,Implicit partisanship: Taking sides for no reason.,Journal of Personality and Social Psychology,83,2,367,University of Washington,"implicit liking, implicit identification, groups, implicit partisanship, taking sides",47,,,,2,1,4,2,,
